Leaf_ID,Pop_ID,Region,Lobes,Length,BLBW,MLBW,ALBW,LVL,UVL,UMLS,LMLS,LLA,ULA,MLA,LWR_1,LWR_2,LWR_3,LODR_1,LODR_2
QH-E-6-1a,E6,East,10,71,20,22,11,11,28,13,12,111,128,144,28.16901408,30.98591549,15.49295775,40.90909091,83.33333333
QH-E-6-1b,E6,East,8,48,21,20,10,11,10,12,15,109,134,127,43.75,41.66666667,20.83333333,40,33.33333333
QH-E-6-2a,E6,East,7,61,15,16,16,13,21,12,12,111,139,143,24.59016393,26.2295082,26.2295082,25,33.33333333
QH-E-6-2b,E6,East,8,60,24,27,17,13,14,14,17,97,123,128,40,45,28.33333333,48.14814815,58.82352941
QH-E-6-3a,E6,East,12,54,19,21,9,8,28,15,15,119,143,147,35.18518519,38.88888889,16.66666667,28.57142857,40
QH-E-6-3b,E6,East,11,71,20,28,15,22,22,20,18,112,135,137,28.16901408,39.43661972,21.12676056,28.57142857,55.55555556
QH-E-6-4a,E6,East,7,57,23,18,9,12,14,14,19,113,129,128,40.35087719,31.57894737,15.78947368,22.22222222,-5.263157895
QH-E-6-4b,E6,East,8,51,16,19,16,12,12,13,14,117,134,138,31.37254902,37.25490196,31.37254902,31.57894737,35.71428571
QH-E-6-5a,E6,East,8,54,16,23,11,10,13,13,17,113,136,148,29.62962963,42.59259259,20.37037037,43.47826087,35.29411765
QH-E-6-5b,E6,East,9,56,19,23,8,23,11,18,18,116,126,134,33.92857143,41.07142857,14.28571429,21.73913043,27.77777778
QH-E-6-6a,E6,East,9,57,21,20,10,24,12,16,18,112,124,163,36.84210526,35.0877193,17.54385965,20,11.11111111
QH-E-6-6b,E6,East,9,50,12,21,9,22,12,11,15,121,141,149,24,42,18,47.61904762,40
QH-E-6-7a,E6,East,7,50,20,22,13,11,14,15,16,104,136,139,40,44,26,31.81818182,37.5
QH-E-6-7b,E6,East,9,49,16,18,11,16,18,12,15,114,137,143,32.65306122,36.73469388,22.44897959,33.33333333,20
QH-E-6-8b,E6,East,9,49,20,28,9,13,24,17,15,137,135,150,40.81632653,57.14285714,18.36734694,39.28571429,86.66666667
QH-E-6-9a,E6,East,10,53,24,27,8,13,24,19,18,120,130,144,45.28301887,50.94339623,15.09433962,29.62962963,50
QH-E-6-9b,E6,East,7,51,22,25,15,12,17,16,20,121,136,139,43.1372549,49.01960784,29.41176471,36,25
QH-E-6-10a,E6,East,10,55,17,21,15,19,10,15,16,136,149,146,30.90909091,38.18181818,27.27272727,28.57142857,31.25
QH-E-6-10b,E6,East,9,44,15,20,9,18,12,12,17,129,137,140,34.09090909,45.45454545,20.45454545,40,17.64705882
QH-E-6-11a,E6,East,7,40,11,17,14,6,11,12,11,115,125,128,27.5,42.5,35,29.41176471,54.54545455
QH-E-6-11b,E6,East,9,54,17,22,10,16,15,13,15,119,118,119,31.48148148,40.74074074,18.51851852,40.90909091,46.66666667
QH-E-6-12a,E6,East,11,78,25,40,15,12,41,23,18,106,140,139,32.05128205,51.28205128,19.23076923,42.5,122.2222222
QH-E-6-12b,E6,East,7,60,26,32,20,10,16,17,18,119,126,135,43.33333333,53.33333333,33.33333333,46.875,77.77777778
QH-E-6-13a,E6,East,8,65,27,24,21,18,17,14,19,123,140,134,41.53846154,36.92307692,32.30769231,41.66666667,26.31578947
QH-E-6-13b,E6,East,11,65,14,21,21,19,24,13,12,126,151,150,21.53846154,32.30769231,32.30769231,38.0952381,75
QH-E-6-14a,E6,East,7,49,11,17,11,14,11,10,10,106,149,162,22.44897959,34.69387755,22.44897959,41.17647059,70
QH-E-6-14b,E6,East,8,49,12,14,9,11,15,12,11,112,155,146,24.48979592,28.57142857,18.36734694,14.28571429,27.27272727
QH-E-6-15a,E6,East,7,53,17,18,14,13,14,9,11,99,124,105,32.0754717,33.96226415,26.41509434,50,63.63636364
QH-E-7-1a,E7,East,8,46,15,18,8,13,15,12,12,113,124,146,32.60869565,39.13043478,17.39130435,33.33333333,50
QH-E-7-1b,E7,East,7,52,21,18,9,12,12,13,16,107,124,125,40.38461538,34.61538462,17.30769231,27.77777778,12.5
QH-E-7-2a,E7,East,8,53,23,20,14,9,14,14,16,112,136,146,43.39622642,37.73584906,26.41509434,30,25
QH-E-7-2b,E7,East,13,76,17,24,10,20,30,17,17,107,123,137,22.36842105,31.57894737,13.15789474,29.16666667,41.17647059
QH-E-7-3a,E7,East,9,50,18,21,8,11,20,14,14,119,124,140,36,42,16,33.33333333,50
QH-E-7-3b,E7,East,11,54,16,18,9,14,22,14,14,122,167,148,29.62962963,33.33333333,16.66666667,22.22222222,28.57142857
QH-E-7-4b,E7,East,9,54,13,15,12,23,9,11,12,114,147,150,24.07407407,27.77777778,22.22222222,26.66666667,25
QH-E-7-5a,E7,East,9,60,19,27,15,15,20,17,15,120,134,159,31.66666667,45,25,37.03703704,80
QH-E-7-5b,E7,East,8,44,11,17,15,11,11,12,8,117,136,140,25,38.63636364,34.09090909,29.41176471,112.5
QH-E-7-6a,E7,East,8,53,16,22,12,9,20,16,13,115,139,128,30.18867925,41.50943396,22.64150943,27.27272727,69.23076923
QH-E-7-6b,E7,East,9,57,19,24,11,19,24,19,20,129,129,133,33.33333333,42.10526316,19.29824561,20.83333333,20
QH-E-7-7a,E7,East,9,48,18,25,11,11,20,20,18,123,134,144,37.5,52.08333333,22.91666667,20,38.88888889
QH-E-7-7b,E7,East,9,45,14,20,12,15,12,16,12,122,137,149,31.11111111,44.44444444,26.66666667,20,66.66666667
QH-E-7-8a,E7,East,8,43,17,19,12,8,10,9,10,115,127,131,39.53488372,44.18604651,27.90697674,52.63157895,90
QH-E-7-8a,E7,East,9,49,14,21,8,11,20,11,10,98,133,130,28.57142857,42.85714286,16.32653061,47.61904762,110
QH-E-7-9a,E7,East,8,62,19,29,23,12,16,14,11,117,125,130,30.64516129,46.77419355,37.09677419,51.72413793,163.6363636
QH-E-7-9b,E7,East,7,47,21,19,4,11,12,10,11,116,120,124,44.68085106,40.42553191,8.510638298,47.36842105,72.72727273
QH-E-7-10a,E7,East,8,62,21,37,25,13,13,25,19,120,122,135,33.87096774,59.67741935,40.32258065,32.43243243,94.73684211
QH-E-7-10b,E7,East,10,62,16,23,8,14,25,12,9,115,119,150,25.80645161,37.09677419,12.90322581,47.82608696,155.5555556
QH-E-7-11a,E7,East,8,57,19,22,13,21,8,14,10,117,122,132,33.33333333,38.59649123,22.80701754,36.36363636,120
QH-E-7-11b,E7,East,7,51,25,25,6,15,19,11,13,123,133,137,49.01960784,49.01960784,11.76470588,56,92.30769231
QH-E-7-12b,E7,East,10,49,15,24,4,12,22,17,17,111,107,138,30.6122449,48.97959184,8.163265306,29.16666667,41.17647059
QH-E-7-13a,E7,East,7,47,24,18,6,12,12,11,16,120,122,134,51.06382979,38.29787234,12.76595745,38.88888889,12.5
QH-E-7-14a,E7,East,9,64,9,14,11,29,12,14,11,114,131,152,14.0625,21.875,17.1875,0,27.27272727
QH-E-7-14b,E7,East,8,46,15,24,5,10,25,13,12,121,129,129,32.60869565,52.17391304,10.86956522,45.83333333,100
QH-E-7-15b,E7,East,7,47,17,17,10,11,13,10,13,117,124,135,36.17021277,36.17021277,21.27659574,41.17647059,30.76923077
QH-E-7-16a,E7,East,7,52,16,24,14,13,13,14,9,119,128,137,30.76923077,46.15384615,26.92307692,41.66666667,166.6666667
QH-E-7-16b,E7,East,7,60,29,25,12,15,17,13,17,124,130,134,48.33333333,41.66666667,20,48,47.05882353
QH-E-7-17a,E7,East,11,48,12,18,7,17,16,13,11,119,143,154,25,37.5,14.58333333,27.77777778,63.63636364
QH-E-7-17b,E7,East,9,50,11,19,12,21,11,11,10,117,138,151,22,38,24,42.10526316,90
QH-E-7-18a,E7,East,7,50,22,19,11,13,13,12,16,116,136,131,44,38,22,36.84210526,18.75
QH-E-7-18b,E7,East,9,51,15,16,10,12,10,10,11,107,147,134,29.41176471,31.37254902,19.60784314,37.5,45.45454545
QH-E-7-19a,E7,East,8,67,24,26,15,17,19,17,21,113,141,134,35.82089552,38.80597015,22.3880597,34.61538462,23.80952381
QH-E-7-19b,E7,East,8,67,16,23,14,15,18,14,11,113,140,150,23.88059701,34.32835821,20.89552239,39.13043478,109.0909091
QH-E-7-20a,E7,East,8,60,17,16,8,12,13,10,12,103,144,143,28.33333333,26.66666667,13.33333333,37.5,33.33333333
QH-E-7-20b,E7,East,8,51,18,16,9,10,11,11,12,113,121,124,35.29411765,31.37254902,17.64705882,31.25,33.33333333
QH-E-7-21a,E7,East,7,60,15,18,16,15,13,13,11,115,142,146,25,30,26.66666667,27.77777778,63.63636364
QH-E-7-21b,E7,East,9,70,25,27,16,30,18,17,17,124,158,149,35.71428571,38.57142857,22.85714286,37.03703704,58.82352941
QH-E-7-22a,E7,East,7,51,22,19,13,9,12,12,16,111,129,134,43.1372549,37.25490196,25.49019608,36.84210526,18.75
QH-E-7-23a,E7,East,10,57,12,20,10,10,28,12,11,108,144,140,21.05263158,35.0877193,17.54385965,40,81.81818182
QH-E-7-23b,E7,East,7,63,22,23,12,15,16,15,16,118,149,126,34.92063492,36.50793651,19.04761905,34.7826087,43.75
QH-E-7-24a,E7,East,11,51,19,27,14,11,20,17,15,124,131,142,37.25490196,52.94117647,27.45098039,37.03703704,80
QH-E-7-24b,E7,East,12,61,25,28,10,16,24,22,21,125,133,133,40.98360656,45.90163934,16.39344262,21.42857143,33.33333333
QH-E-7-25a,E7,East,7,86,29,32,23,19,21,23,23,108,136,124,33.72093023,37.20930233,26.74418605,28.125,39.13043478
QH-E-7-26a,E7,East,9,52,16,23,10,10,29,15,14,129,154,155,30.76923077,44.23076923,19.23076923,34.7826087,64.28571429
QH-E-7-26b,E7,East,9,54,10,21,18,9,23,12,8,114,124,124,18.51851852,38.88888889,33.33333333,42.85714286,162.5
QH-E-7-27b,E7,East,9,60,23,25,9,11,22,19,20,112,126,136,38.33333333,41.66666667,15,24,25
QH-E-8-1a,E7,East,10,104,22,54,29,28,23,23,18,148,128,143,21.15384615,51.92307692,27.88461538,57.40740741,200
QH-E-8-1b,E7,East,9,83,25,29,19,28,24,18,20,138,119,120,30.12048193,34.93975904,22.89156627,37.93103448,45
QH-E-8-2a,E7,East,8,87,23,22,20,24,23,13,11,125,137,143,26.43678161,25.28735632,22.98850575,40.90909091,100
QH-E-8-3a,E7,East,7,66,19,27,19,11,16,14,12,109,136,134,28.78787879,40.90909091,28.78787879,48.14814815,125
QH-E-8-3b,E7,East,10,62,19,28,12,20,23,17,15,122,134,147,30.64516129,45.16129032,19.35483871,39.28571429,86.66666667
QH-E-8-4a,E7,East,7,57,12,16,15,10,20,14,12,110,134,134,21.05263158,28.07017544,26.31578947,12.5,33.33333333
QH-E-8-5a,E7,East,7,53,14,16,11,13,12,9,15,106,132,137,26.41509434,30.18867925,20.75471698,43.75,6.666666667
QH-E-8-5b,E7,East,7,45,14,16,16,8,13,11,12,132,132,146,31.11111111,35.55555556,35.55555556,31.25,33.33333333
QH-E-8-7a,E7,East,7,57,23,22,10,15,21,13,16,119,137,130,40.35087719,38.59649123,17.54385965,40.90909091,37.5
QH-E-8-8a,E7,East,9,58,19,17,8,24,19,12,17,119,132,122,32.75862069,29.31034483,13.79310345,29.41176471,0
QH-E-8-9a,E7,East,9,42,14,18,11,11,11,11,12,119,146,157,33.33333333,42.85714286,26.19047619,38.88888889,50
QH-E-8-9b,E7,East,11,42,12,22,11,10,19,14,10,114,131,141,28.57142857,52.38095238,26.19047619,36.36363636,120
QH-E-8-11a,E7,East,7,45,18,22,13,6,12,17,16,116,120,149,40,48.88888889,28.88888889,22.72727273,37.5
QH-E-8-12a,E7,East,7,47,13,14,8,20,11,11,13,112,137,155,27.65957447,29.78723404,17.0212766,21.42857143,7.692307692
QH-E-8-12b,E7,East,7,39,11,13,10,10,10,10,10,110,150,157,28.20512821,33.33333333,25.64102564,23.07692308,30
QH-E-8-13a,E7,East,7,45,10,12,11,9,10,9,9,100,151,145,22.22222222,26.66666667,24.44444444,25,33.33333333
QH-E-8-15a,E7,East,7,50,18,19,18,9,13,16,15,122,140,147,36,38,36,15.78947368,26.66666667
QH-E-8-15b,E7,East,11,61,17,20,11,22,22,14,16,128,169,163,27.86885246,32.78688525,18.03278689,30,25
QH-E-8-16a,E7,East,8,71,32,36,23,15,17,25,26,127,130,135,45.07042254,50.70422535,32.3943662,30.55555556,38.46153846
QH-E-8-16b,E7,East,7,51,20,20,11,11,12,12,14,113,147,150,39.21568627,39.21568627,21.56862745,40,42.85714286
QH-E-8-17b,E7,East,9,67,28,26,20,11,11,19,21,109,128,141,41.79104478,38.80597015,29.85074627,26.92307692,23.80952381
QH-E-8-18a,E7,East,9,68,17,33,24,21,14,23,18,112,120,134,25,48.52941176,35.29411765,30.3030303,83.33333333
QH-E-8-18b,E7,East,10,62,16,26,13,26,17,17,16,114,145,128,25.80645161,41.93548387,20.96774194,34.61538462,62.5
QH-E-8-20a,E7,East,7,69,23,27,21,10,16,21,21,117,140,152,33.33333333,39.13043478,30.43478261,22.22222222,28.57142857
QH-E-8-20b,E7,East,7,58,17,20,18,12,17,14,12,117,137,142,29.31034483,34.48275862,31.03448276,30,66.66666667
QH-E-8-21a,E7,East,8,53,20,21,16,10,11,16,14,117,138,132,37.73584906,39.62264151,30.18867925,23.80952381,50
QH-E-8-21b,E7,East,11,55,18,25,11,10,21,16,14,130,128,150,32.72727273,45.45454545,20,36,78.57142857
QH-E-8-23b,E7,East,7,48,15,24,15,13,15,17,13,122,151,140,31.25,50,31.25,29.16666667,84.61538462
QH-E-8-24a,E7,East,8,50,15,16,12,10,13,11,12,104,153,153,30,32,24,31.25,33.33333333
QH-E-8-25a,E7,East,10,55,16,20,15,12,15,12,10,124,161,154,29.09090909,36.36363636,27.27272727,40,100
QH-E-8-25b,E7,East,7,56,18,27,21,15,17,13,11,121,136,136,32.14285714,48.21428571,37.5,51.85185185,145.4545455
QH-E-10-1a,E10,East,7,47,18,20,11,10,14,12,16,110,136,132,38.29787234,42.55319149,23.40425532,40,25
QH-E-10-1b,E10,East,7,57,25,27,21,9,13,17,20,124,123,138,43.85964912,47.36842105,36.84210526,37.03703704,35
QH-E-10-2a,E10,East,7,64,21,26,21,12,16,12,14,130,147,150,32.8125,40.625,32.8125,53.84615385,85.71428571
QH-E-10-3a,E10,East,10,62,22,22,9,15,21,17,19,111,144,155,35.48387097,35.48387097,14.51612903,22.72727273,15.78947368
QH-E-10-4a,E10,East,11,54,15,26,7,16,27,7,10,112,147,128,27.77777778,48.14814815,12.96296296,73.07692308,160
QH-E-10-5a,E10,East,7,53,18,20,16,14,16,13,13,126,126,142,33.96226415,37.73584906,30.18867925,35,53.84615385
QH-E-10-5b,E10,East,7,53,19,24,14,11,14,14,11,118,145,166,35.8490566,45.28301887,26.41509434,41.66666667,118.1818182
QH-E-10-6a,E10,East,7,37,11,13,8,8,15,7,8,110,145,138,29.72972973,35.13513514,21.62162162,46.15384615,62.5
QH-E-10-6b,E10,East,9,39,13,21,12,13,13,11,12,127,133,144,33.33333333,53.84615385,30.76923077,47.61904762,75
QH-E-10-7a,E10,East,9,45,14,20,12,10,10,12,15,145,151,151,31.11111111,44.44444444,26.66666667,40,33.33333333
QH-E-10-7b,E10,East,7,42,14,19,15,10,10,14,14,119,138,149,33.33333333,45.23809524,35.71428571,26.31578947,35.71428571
QH-E-10-8a,E10,East,11,70,28,30,8,18,32,9,10,135,127,151,40,42.85714286,11.42857143,70,200
QH-E-10-8b,E10,East,11,70,29,31,8,19,30,11,15,128,149,166,41.42857143,44.28571429,11.42857143,64.51612903,106.6666667
QH-E-10-9a,E10,East,12,80,29,25,13,33,22,17,20,138,149,161,36.25,31.25,16.25,32,25
