"","V1","V2"
"1"," Precipitation Seasonality (Coefficient of Variation)","Qha_Hexp"
"2"," Precipitation Seasonality (Coefficient of Variation)","Qha_all_rich"
"3"," Isothermality (BIO2/BIO7) (* 100)","Qha_pwfst"
